pais,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
Afeganistão,8.68057078513406,26.4186641547444,-6.81116108898995,2.1785375238942,11.8041858089129,6.44121280934118,7.38577178397857,4.67399603536339,-0.661709164713696,4.38389195513914,4.9759515055383,0.626149149168811,2.30237251516844,0.0,0.0
Albânia,2.93268248162319,3.32087090389268,2.2669220945083,3.62604695579817,3.42912324722164,2.03159268395298,1.93762080205227,1.62586504402607,1.89617402592367,1.2754316836742,1.98666133171191,2.02805963071136,1.41109078954248,1.62088661717004,2.04147163139546
Argélia,3.67899574741703,4.85859062814938,5.73706036145632,3.91106195534027,4.52421150505276,8.89145091062314,3.25423910998847,2.91692692067457,4.78444700693894,6.39769480268749,5.59111590961673,4.26999020467078,1.95176821052894,2.41513094083414,7.22606307415476
Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,12.2514974459487,12.4758291326398,13.7302839288409,14.4696564932576,13.4824679218511,10.277904921884,8.7778142933262,7.28038730361122,9.35383972513758,30.6989578589225,29.8425777887099,19.6305943641961,17.0797044074954,22.2715643068877,25.7542656453085
Antígua e Barbuda,1.4160525940974,5.33380639820237,-0.550159995508912,3.3700254022015,3.45674967234602,3.37688044338876,1.05949782356168,1.0894415743536,0.968993458825599,-0.489437796230513,2.43248789041366,1.20715793367003,1.43135598182989,0.625989707046698,2.06299638545331
Argentina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armênia,4.40736089644519,8.94995335353386,3.40676682683799,8.17636138473956,7.6500080785929,2.55802007757907,5.78966778544654,2.98130868933673,3.73169119261695,-1.40360755900906,0.969553268816231,2.52023382001631,1.44344660770702,1.21143577838465,7.18483629443373
Aruba,5.39256784475512,8.9559870517779,-2.13542872046934,2.07814071860782,4.31629742195207,0.627471992893334,-2.37206524252253,0.42144091888116,0.474763597342612,-0.931195987079616,-1.02828178762002,3.62604141352956,4.25746204335428,0.0,0.0
Austrália,2.32761128891476,4.35029854990047,1.77111716621252,2.91834002677376,3.30385015608744,1.76278015613193,2.44988864142539,2.48792270531403,1.50836672165921,1.27699094497328,1.94864740944522,1.91140094445692,1.61076787290379,0.846905537459293,2.86391042204995
Áustria,2.16855528800755,3.21595033239883,0.506308827696486,1.81353438995065,3.28657914875376,2.48567562177017,2.00015616900603,1.60581182954471,0.896563335260302,0.891591752655335,2.08126911385587,1.99837981429546,1.53089564152645,1.38191063351859,2.76666666666665
Azerbaijão,16.6997549618245,20.8490871772713,1.45704835970323,5.72687224669606,7.85833333333332,1.06621339720313,2.41571745279411,1.3734418153318,4.02768573742728,12.4433748584372,12.9359184187334,2.26854690374005,2.61057182799216,2.75980947008126,6.65029912708779
Bahamas,2.49257794939399,4.48955995375059,2.0627347345268,1.34402738392836,3.19878141660321,1.97336755976255,0.722414784530555,1.51375643050825,1.86148302863373,-0.346376929989402,1.51820700736153,2.26586346678726,2.49123527368055,0.0385210980053727,2.90491262928479
Bahrein,3.25666666666702,3.52600316363722,2.79551283550411,1.96188468334624,-0.400040697488052,2.75739669962976,3.30001156888438,2.64755321246194,1.8486274237498,2.78679347602047,1.38671830576397,2.08766938046983,1.00582004702132,-2.31770629331374,-0.606319385140896
Bangladesh,9.10698496905385,8.90194489465155,5.42347236174678,8.12667639169919,11.3951651552399,6.21750422069283,7.53040640913171,6.99163889220854,6.19428022984988,5.5135257269299,5.70207015717245,5.5436213948647,5.59199639930633,5.6910747474621,5.54565430773474
Barbados,4.03422982885069,8.1081081081078,3.64386189258338,5.82421853311865,9.43220240177216,4.53334753888771,1.81410436049101,1.76950322089726,-1.11278992510961,1.28192813061894,4.66018463955997,3.67381410406798,4.10028964518463,0.0,0.0
Bielorrússia,8.42675273505308,14.8378764828254,12.9456563410401,7.7357480431251,53.2286983118173,59.2197360232518,18.3122610377873,18.1195543526734,13.5344897649735,11.8365807653497,6.03183725177787,4.87230220550685,5.59815595039853,5.54814357456515,9.46028389623105
Bélgica,1.8230563002681,4.48944420508401,-0.0531456741253762,2.18929920422458,3.53208210722744,2.83966343445897,1.11309594027537,0.340002833356965,0.561429152790106,1.97385264653172,2.12597086002609,2.05316499865181,1.43681956996435,0.740791812220385,2.44024851144081
Belize,2.31808274642021,6.39443100250033,-1.10431044864355,0.917977378808885,1.60205615640199,1.30058074547858,0.509747768983199,1.2013996448106,-0.861584009427676,0.663427167917558,1.14765339305809,0.269982622646432,0.187069385181357,0.12143464461496,3.23563659237067
Benin,1.29806813334154,7.94729876067859,0.896072355749072,2.20783532536522,2.70423907747279,6.74468253340715,0.428888888888863,-0.548757550948147,0.218785923536177,-0.794050173906725,1.76941247391975,0.644803622440778,-0.70502663454275,3.02272119663756,1.73353962694033
Bermudas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Butão,5.15611138758462,8.32716049382714,4.36112219119803,7.03638316073019,8.84898569946802,10.919656944683,7.00666666666705,8.27106093949327,4.54814395082202,3.21988689395718,4.9550836698513,2.72396386183716,2.72643037388825,5.62936522632514,7.34681440533531
