pais,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mauritânia,4346206808.5,5206444406.7,4714592492.9,5628882266.4,6764635686.8,6728208836.2,7223063169.7,6592537781.8,6166857628.6,6398738829.2,6800141921.6,7473550557.1,8066126312.3,8405491201.7,9996249658.2
Maurício,8150138757.2,9990370016.3,9128843109.2,10003670690.3,11518393367.2,11668685524.1,12292957324.4,13074137210.3,12007291045.6,12594149440.5,13713509312.3,14735695931.0,14436353898.0,11401050654.6,11529042672.4
México,1052696282278.9,1109989063586.6,900045350649.4,1057801295584.1,1180489601957.6,1201089987015.5,1274443084716.6,1315351183524.5,1171867608197.7,1078490651625.3,1158913035796.4,1222408203104.3,1269011767478.6,1090515389749.4,1272839334119.3
Micronésia,256787200.0,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,332265200.0,366666800.0,401932300.0,412000000.0,408000000.0,404028900.0
Moldávia,4401189466.1,6054849884.5,5439422031.4,6974982392.7,8414351672.0,8709138764.8,9496717702.4,9510198961.6,7745241912.9,8071469355.3,9669741744.2,11457443185.1,11971345002.8,11859730543.6,13679221333.2
Mônaco,5867916780.7,6476490405.7,5451653237.0,5367625613.2,6088808463.3,5743029680.1,6555983530.3,7069616048.9,6261622101.4,6472990923.2,6431314957.1,7194024563.1,7383745662.2,6739691604.8,8596096984.0
Mongólia,4234999823.3,5623216448.9,4583850367.9,7189481824.1,10409797649.3,12292770631.2,12582122604.2,12226514722.1,11619892396.1,11181350461.5,11480847745.3,13178094459.5,14206359006.8,13312981594.6,15286441818.1
Montenegro,3680711743.8,4545674527.6,4159330369.5,4143033275.9,4544516982.2,4087725812.7,4466039314.7,4594024179.6,4054712082.5,4377033429.3,4856632399.5,5506766650.9,5542053845.3,4769860740.7,5861268038.8
Marrocos,79041294874.5,92507257783.6,92897320375.8,93216746661.6,101370474295.1,98266306615.4,106825649872.1,119131365761.4,110414366621.3,111572673974.0,118540548906.3,127341174715.8,128919944681.9,121348138320.3,142866329198.4
Moçambique,10450843291.3,12556195188.6,11914471497.1,11104648673.0,14381552432.9,16350804543.1,16974320551.0,17716084107.6,15950969018.9,11936999283.2,13219084261.4,14845402473.6,15390039241.7,14028811071.8,15776758632.9
Mianmar,15591182544.7,23013015832.1,29455165594.7,37796052938.7,54118601974.8,58318677644.9,60572257122.3,63264892768.4,63045305229.1,60291736893.9,61449392056.1,67144725830.6,68697759361.2,78930257227.1,65091751273.3
Namíbia,8839526451.6,8607475308.1,8938868165.4,11431334447.4,12523402328.8,13042007432.4,12043276401.4,12435416063.5,11335179561.0,10721994676.2,12895153157.3,13682062250.8,12541928104.6,10581585630.1,12310595843.9
Nauru,0.0,0.0,0.0,47564520.4,66055407.7,96927201.5,98491843.6,104654365.2,86529661.4,99723395.0,109359680.2,124021393.7,118724073.8,114626625.6,133218896.9
Nepal,10325618017.4,12545438605.4,12854985464.1,16002656434.5,21573862466.8,21703106502.0,22162208956.1,22731602970.0,24360795410.6,24524098184.6,28971589213.2,33111525872.0,34186190996.0,33433670511.9,36288830373.4
Países Baixos,848558887541.2,951869997864.1,871518638049.2,847380859016.7,905270626332.7,838923319919.5,877172824534.5,892167986713.7,765572770634.4,784060430240.1,833869641687.1,914043438179.6,910194347568.6,909793466661.5,1012846760976.7
Nova Caledônia,8819922042.4,9067623001.0,8704436169.1,9364347372.0,10351442209.0,9659153061.4,10151385305.8,10635039738.7,8738205836.7,8724570249.7,9173668102.1,9846922416.1,9438130987.4,9435529927.2,10071351960.0
Nova Zelândia,137188946865.6,133131369930.4,121373602348.7,146517541181.3,168291357111.7,176206659722.5,190906575136.0,201313497220.9,178064471137.9,188838342528.0,206623758800.2,211953111035.5,213434571358.0,211734532308.0,249885687029.6
Nicarágua,7423313548.5,8496946608.2,8298679908.6,8758639096.5,9774307336.2,10532006608.1,10982979274.2,11880434070.8,12756706583.3,13286083644.9,13785909906.2,13025239912.3,12596636042.2,12586970511.4,14013022092.1
Níger,5731485267.3,7297600896.9,7352131669.3,7851191899.3,8772951261.8,9426913349.2,10224897934.7,10862944203.6,9683867893.7,10398862245.0,11185102399.6,12808660528.1,12916455161.1,13744174690.0,14915001427.0
Nigéria,278260808841.0,339476215683.6,295008767295.0,366990528103.1,414466540786.7,463971000388.6,520117163617.7,574183825592.4,493026782401.6,404649048648.0,375745732274.7,421739210176.2,448120015209.5,432198936002.2,440833583992.5
Macedônia do Norte,8336478142.1,9909548410.8,9401731495.7,9407168702.4,10494632699.4,9745251126.0,10817712138.9,11362272837.9,10064515432.0,10672471860.7,11307058382.3,12683070061.5,12606338448.5,12363580534.7,13825049831.8
Ilhas Marianas do Norte,938000000.0,939000000.0,795000000.0,799000000.0,729000000.0,746000000.0,772000000.0,832000000.0,910000000.0,1230000000.0,1560000000.0,1302000000.0,1182000000.0,0.0,0.0
Noruega,400937100158.7,462250000000.0,386190385318.8,428757038466.8,498283438454.3,509506317146.5,522761531914.9,498410050251.3,385801550067.2,368827142857.1,398393955269.0,436999692591.5,404941363636.4,362198318435.3,482174854482.0
Omã,42085379453.8,60905452535.8,48388363589.1,64993498049.4,77497529258.8,87408842652.8,89936020806.2,92699089726.9,78710793238.0,75128738621.6,80856697009.1,91505851755.5,88060858257.5,75909397659.3,88191977373.2
Paquistão,152385716311.9,170077814106.3,168152775283.0,177165635077.1,213587413184.0,224383620829.6,231218567179.0,244360888750.8,270556131701.2,313629858859.6,339205615769.2,356128224957.1,320909489229.7,300425666773.0,348262544719.2
Palau,198897700.0,198283900.0,187522800.0,185943000.0,196911100.0,212397800.0,221117200.0,241669800.0,280457700.0,298300000.0,285600000.0,284900000.0,278900000.0,251900000.0,217800000.0
Panamá,21295984200.0,25155888600.0,27116635600.0,29440287600.0,34686224300.0,40429700000.0,45599900000.0,49921400000.0,54091800000.0,57907700000.0,62202700000.0,64929400000.0,66984400000.0,53977000000.0,63605100000.0
Papua-Nova Guiné,9545177014.1,11670840931.8,11619637799.0,14250755231.1,17984910501.9,21295659243.6,21261432791.3,23210682538.4,21723531173.2,20759069103.1,22742613553.7,24109509852.7,24751344560.9,23848265896.0,26594305745.6
Paraguai,17856393235.4,24615267663.5,22355151162.0,27260886405.2,33756238766.5,33271921136.3,38501122141.4,40377929295.6,36211447840.1,36089700222.9,38997129473.6,40225448340.6,37925338329.1,35432178068.2,39495431574.2
Peru,102170981144.1,120550599815.4,120822986521.5,147528937028.8,171761737046.6,192648999090.1,201175469114.3,200789362451.6,189805300841.6,191895943823.9,211007207483.5,222597212925.2,228323495040.9,201705055938.7,223249497500.4
Filipinas,155980378253.6,181624577154.7,175974711592.1,208368726861.4,234216930369.8,261920509950.6,283902728260.7,297483247101.0,306446140628.7,318626761492.9,328480867142.7,346842094175.2,376823278560.8,361751116292.5,394086401171.2
Polônia,429028505365.1,533609081852.9,439737508413.2,475696613935.6,524382678547.3,495236910793.8,515764728216.2,539087652559.8,477111287969.2,470022572790.9,524645833884.6,588782567765.9,596054591863.3,599449188399.1,679444832854.3
Portugal,240496147317.4,263416394624.1,244667762835.5,238113003233.3,245117990242.2,216224240578.0,226433858005.7,229901964221.9,199394066525.4,206426152308.9,221357874718.9,242313116578.0,239986922638.9,229031860520.8,253663144586.0
Porto Rico,89524131600.0,93639300000.0,96385600000.0,98381300000.0,100351700000.0,101564800000.0,102450000000.0,102445800000.0,103375500000.0,104336700000.0,103445526000.0,100958100000.0,105126400000.0,103020300000.0,106525700000.0
Catar,79712087912.1,115270054945.1,97798351648.4,125122306346.2,167775268626.4,186833502362.6,198727642967.0,206224598571.4,161739955576.9,151732181868.1,161099122225.3,183334953818.7,175837550989.0,144411363345.3,179677211793.9
Romênia,174585202805.2,214313628965.0,174103695930.2,170029359010.7,192614085153.8,179132893143.4,189790228071.8,199712289502.0,177882417555.0,185286854552.6,210146748920.4,243317079358.6,251019278416.2,251362040527.8,284087563695.8
Rússia,1299705764823.6,1660846387624.8,1222644282201.9,1524917468442.0,2045925608274.4,2208295773643.2,2292473246621.1,2059241965490.8,1363481063446.8,1276786979221.8,1574199387070.9,1657329646183.6,1693113904262.9,1489362488439.8,1778782625793.7
Ruanda,4068224991.1,5177230923.3,5671592572.2,6121529488.5,6881379761.8,7650671476.9,7815975293.7,8234762201.0,8539424910.1,8690878328.0,9252834120.4,9642440645.8,10356327149.4,10184345442.2,11070356519.5
Samoa,573548459.8,641346191.7,628006115.4,680250453.1,744104842.1,773157453.3,797728653.3,796698269.2,824160018.2,843929640.0,884847176.2,878435084.2,912944537.8,868904477.7,843842416.5
San Marino,2185874623.6,2393437820.4,2056126701.9,1881214370.9,1813752784.0,1604779648.0,1678841811.7,1673973694.7,1419394771.2,1468377272.1,1528630707.5,1655300872.5,1616188702.3,1541204337.8,0.0
São Tomé e Príncipe,149146423.1,188021190.6,187820464.6,196652514.3,231489270.1,250680845.7,300554483.6,346528329.2,316066072.3,345495615.0,375614126.2,412253809.7,427425039.7,472551022.5,526653790.7
Arábia Saudita,415964583055.4,519796738640.0,429097899280.0,528207332649.5,671238840108.2,735974843348.7,746647127407.6,756350347320.4,654269739552.0,644935682011.5,688586094412.7,816578674529.1,803616264791.0,703367841222.6,833541236569.3
Senegal,13994218939.2,16853991176.9,16145868284.6,16121314671.0,17814284622.2,17660871726.0,18918668644.2,19797254643.1,17774766636.0,19040312815.1,20996564751.6,23116897847.0,23398811423.6,24493157583.2,27625388352.2
Sérvia,43170990616.5,52194221468.5,45162894380.9,41819468691.8,49258136129.0,43309252921.1,48394239474.7,47062206677.7,39655958842.5,40692643373.0,44179055279.9,50640650221.5,51514222381.8,53356480453.8,63082047649.9
Seychelles,1033561654.1,967199594.0,847397850.1,969936525.3,1065826669.9,1059498883.5,1328091522.0,1387581391.7,1416001321.9,1490228318.7,1573433080.8,1636312009.8,1684373490.2,1261198524.1,1454458183.9
Serra Leoa,2158496872.9,2505458705.0,2453899846.9,2578026297.2,2942546781.0,3801862611.4,4920343195.0,5015157815.7,4218723875.1,3674794530.2,3719369107.3,4085114794.2,4076578542.6,4063289449.6,4042237864.3
Singapura,180941941477.0,193611986712.8,194152286008.9,239809387605.4,279351168707.3,295087220933.0,307576360585.0,314851156183.4,308004146057.6,318832428519.7,343193352161.6,376998146500.6,375472731271.1,345295933898.7,396986899888.4
São Martinho,0.0,0.0,0.0,0.0,936089385.5,985865921.8,1022905027.9,1245251396.6,1253072625.7,1263687150.8,1191620111.7,1185474860.3,0.0,0.0,0.0
Eslováquia,86563986799.3,100879902985.0,89399303222.2,91162836320.4,99922685424.9,94623731085.6,98935222174.9,101437045019.9,88900883130.8,89952699524.9,95649966261.0,106137924015.6,105720354988.5,106696828625.6,116527101097.7
Eslovênia,48067401207.4,55779427739.7,50567734886.0,48208240226.5,51583869785.2,46577793184.0,48415657264.9,49997186439.1,43107506024.3,44766722790.6,48589100043.1,54177882425.8,54331588482.3,53706800043.7,61748586534.9
Ilhas Salomão,695295347.6,776339395.2,805561762.9,898133796.3,1063889652.3,1185215901.7,1285917749.7,1335579569.6,1307908069.8,1379482146.9,1469787255.6,1615479409.0,1619154819.3,1536148245.5,1631486531.9
Somália,0.0,0.0,0.0,0.0,0.0,0.0,4577000000.0,5024999991.7,5335000000.0,5534000000.0,5609000000.0,5856000006.2,6485000000.0,6883000000.0,7628000011.5
África do Sul,333075462599.7,316132138757.1,329753048857.1,417365076968.3,458201514137.0,434400545085.8,400886013595.6,381198869776.1,346709790458.6,323585509674.5,381448814653.5,404159690890.8,388531954110.6,337619680138.5,419015018371.9
Sudão do Sul,0.0,14586253383.1,12231264525.1,14602072411.0,14907308932.8,11931472169.5,18426469016.9,13962212847.5,11997800760.2,0.0,0.0,0.0,0.0,0.0,0.0
Espanha,1474002579820.0,1631863493552.3,1491472923706.6,1422108199783.3,1480710495710.1,1324750738725.0,1355579535912.6,1371820537888.6,1196156971279.7,1233554967011.7,1313245330197.7,1421702715218.0,1394320055129.4,1276962685648.3,1427380681294.6
Sri Lanka,32350248410.8,40713812309.7,42066217871.5,58636150709.6,67753288946.3,70447191495.7,77000596661.5,82528526229.5,85140963536.6,88012262256.9,94376246467.0,94493847351.6,89014990791.9,85349112171.0,88927263724.9
São Cristóvão e Névis,689285185.2,777691333.3,774273111.1,778718111.1,836092407.4,826231629.6,875376407.4,953174074.1,957040740.7,1008100000.0,1058937037.0,1076911111.1,1107840740.7,884525925.9,860840740.7
Santa Lúcia,1336088814.8,1437731111.1,1401507888.9,1486758037.0,1576988407.4,1605146777.8,1664816740.7,1749289302.7,1807227215.5,1865459670.1,1996710562.6,2057067919.3,2094201725.2,1516015718.7,1691275156.6
São Martinho,0.0,0.0,0.0,0.0,775890868.6,0.0,0.0,772950710.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente e Granadinas,713596666.7,732663259.3,714300259.3,720447888.9,713796370.4,730032592.6,764781259.3,770901444.4,786554592.6,814302259.3,847620222.2,884328185.2,910149703.7,872134555.6,904181492.8
Sudão,59440139774.8,64831935604.2,58316191440.4,74151186600.2,78403418360.5,63195499524.2,66026600235.5,76818327441.6,84985132167.2,102943741648.8,129717804934.6,32333780383.3,32338079165.3,27034593750.0,34326058557.4
Suriname,2936612021.9,3532969034.6,3875409836.1,4368398047.6,4422276621.8,4980000000.0,5145757575.8,5240606060.6,5126188134.7,3317437626.4,3591660723.6,3996204757.1,4016040575.1,2911807496.2,2984706243.7
Suécia,491252589217.0,517706149201.2,436537014293.6,495812558843.3,574094112972.7,552483727282.8,586841821796.9,581964017237.1,505103781349.8,515654671469.5,541018749769.1,555455371487.1,533879529188.5,547054174235.9,635663801201.8
Suíça,490740715594.8,567267767519.2,554212916092.3,598851028906.6,715888126682.4,686420221558.0,706234937371.0,726537808338.0,694118186379.6,687895460902.7,695200833086.5,725568717468.0,721369112726.7,739913619797.4,800640155387.3
Síria,180030111358.6,218089977728.3,224561692650.3,252518218262.8,67539427671.0,43190317724.7,21361254648.0,21502061462.2,16468399180.4,12598742886.9,16369724433.3,21351730539.3,22443299775.3,11079795397.3,0.0
Tajiquistão,3719506172.8,5161337336.4,4979481980.4,5642178579.6,6522732202.5,7633049792.1,8448469837.5,9112544556.1,8271454300.6,6992393787.4,7536439875.1,7765014424.3,8300784856.9,8133996647.9,8746270636.4
Tanzânia,21843529024.9,27961527622.7,29081826158.7,32014247547.5,34657141720.7,39650522646.0,45680532613.8,49964825081.1,47378603783.6,49774004999.2,53320647489.1,57003685911.9,61136873692.4,62409709111.0,67841049193.4
Tailândia,262942476722.4,291382991177.7,281710416557.3,341104820155.5,370819140946.6,397558222957.2,420333203150.4,407339454060.7,401296437425.0,413366150655.6,456356961443.5,506754616189.3,544081056184.7,499681757031.0,505947037098.4
Timor-Leste,542795446.5,648492745.9,726882390.2,881827794.9,1042411479.5,1160389550.9,1395519568.1,1447310448.6,1594447630.8,1650619369.5,1595724260.7,1563887943.8,2028551627.6,2158392539.9,3621222382.2
Togo,2662612348.4,3323677130.0,3379258565.0,3429461495.4,3872459249.7,3873308389.3,4321655656.3,4574986536.9,4180866177.0,6031632168.2,6395472574.4,7112200725.0,7220395247.7,7574636978.7,8413200567.6
Tonga,298513956.2,344428609.0,312377379.3,366840012.4,414523388.5,470714083.4,450643615.2,439878828.0,437006227.2,420540178.6,460379145.0,488903272.9,512057749.0,484806718.3,469231309.5
Trinidad e Tobago,21641620049.9,27871587349.5,19172165225.5,22157948396.2,25433011405.3,27121712423.4,28557451143.4,29489012807.1,26851970253.8,23496215885.1,23797686965.8,24322359034.7,23849557811.9,21059428851.5,24460196270.7
Tunísia,38914078351.8,44860969077.2,43454935940.2,46206091938.0,48122744708.1,47311159485.2,48684187850.1,50271072627.7,45780077487.8,44360754189.9,42163966272.6,42685972269.4,41906113685.9,42537832456.3,46686741814.3
Turquia,681337335021.9,770462156204.4,649272568774.2,776992599946.8,838762755164.2,880556375779.5,957783020853.0,938952628604.1,864316670330.9,869692960365.6,858996263095.9,778471900961.0,759937390496.7,720289368333.2,819035182929.6
Turcomenistão,12664165103.2,19271523178.8,20214385964.9,22583157894.7,29233333333.3,35164210526.3,39197543859.6,43524210526.3,35799714285.7,36169428571.4,37926285714.3,40765428571.4,45231428571.4,0.0,0.0
Ilhas Turks e Caicos,773489700.0,862683600.0,703175800.0,686787800.0,728789600.0,727161000.0,754238000.0,841070000.0,942070000.0,1032452000.0,1022365000.0,1113178000.0,1197415000.0,924583000.0,943269800.0
Tuvalu,28449502.1,31873846.7,28076743.1,32104201.1,39195461.6,39345620.2,38617493.7,38759689.9,36811659.5,41629497.5,45217657.9,47818290.5,54223149.1,55054710.6,63100961.5
Uganda,11902564401.3,14440404021.5,25127805566.5,26673441667.3,27871725205.6,27305915761.3,28915786996.6,32612397758.5,32387183844.7,29203988814.9,30744473911.5,32927025573.4,35353060634.2,37600368180.9,40529789025.6
Ucrânia,148733861386.1,188111140644.0,121552777492.6,141209864408.5,169333048847.8,182592416468.5,190498811460.0,133503411375.7,91030959454.7,93355993628.5,112090530368.5,130891049796.9,153882982016.3,156617861448.6,200085537744.4
Emirados Árabes Unidos,257916133424.1,315474615738.6,253547358747.4,289787452661.7,350666058379.9,384610125384.0,400218529747.6,414105366758.9,370275469560.2,369255326235.8,390516804016.5,427049432149.3,417989721734.5,349473015336.9,415021590683.0
Reino Unido,3092821128451.4,2931501838235.3,2417638261411.4,2491397494468.0,2666403005061.4,2706340967030.7,2786315215250.0,3065223279583.8,2934857946213.5,2699659680997.2,2683399006715.8,2878152147315.8,2857057847953.0,2704609160088.2,3131377762926.0
Estados Unidos,14474226905000.0,14769857911000.0,14478064934000.0,15048964444000.0,15599728123000.0,16253972230000.0,16843190993000.0,17550680174000.0,18206020741000.0,18695110842000.0,19477336549000.0,20533057312000.0,21380976119000.0,21060473613000.0,23315080560000.0
Uruguai,23410572634.3,30366213119.3,31660911277.0,40284481651.9,47962439303.7,51264390116.5,57531233350.9,57236013086.1,53274304222.1,57236652490.2,64233966861.3,64515038268.1,61231149880.6,53560755046.6,59319484710.7
Uzbequistão,22311393927.9,29549438883.8,33689223673.3,49765676402.4,60178909297.2,67517349212.1,73180036692.3,80845384375.1,86196265191.7,86138288615.1,62081323299.0,52633143808.2,59907674027.5,59894305352.9,69238903106.2
Vanuatu,516392922.5,590748237.0,592622502.4,670713208.1,770153304.2,747839697.7,758304466.2,772315721.3,730870581.7,780889605.9,880062103.0,914736985.4,936526267.6,896879875.2,956332655.7
Venezuela,230364012575.7,315953388510.7,329787628928.5,393192354510.7,316482190800.4,381286237847.7,371005379786.6,482359318767.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnã,77414425532.2,99130304099.1,106014659770.2,147201163802.6,172595034069.2,195590647205.7,213708830436.6,233451484774.0,239258340825.5,257096001564.8,281353625688.0,310106472643.0,334365257436.8,346615750664.4,366137590600.7
Ilhas Virgens,4784000000.0,4244000000.0,4201000000.0,4324000000.0,4223000000.0,4089000000.0,3738000000.0,3565000000.0,3663000000.0,3798000000.0,3794000000.0,3922000000.0,4117000000.0,4204000000.0,0.0
Cisjordânia e Faixa de Gaza,5815700000.0,7310400000.0,8085700000.0,9681500000.0,11186100000.0,12208400000.0,13515500000.0,13989700000.0,13972400000.0,15405400000.0,16128000000.0,16276600000.0,17133500000.0,15531700000.0,18036800000.0
Iêmen,21650532264.2,26910851361.8,25130274124.3,30906749533.2,32726417878.4,35401323349.9,40415233436.2,43228585321.3,42444495590.1,31317828583.6,26842231204.8,21606161066.2,0.0,0.0,0.0
Zâmbia,14056957976.3,17910858637.9,15328342304.0,20265559483.9,23459515275.6,25503060420.0,28037239462.7,27141023558.1,21251216798.8,20958412538.3,25873601260.8,26311590296.7,23308667781.2,18110631358.3,22147634727.4
Zimbábue,5291950100.0,4415702800.0,9665793264.0,12041655180.0,14101920310.0,17114849880.0,19091019990.0,19495519630.0,19963120610.0,20548678070.0,17584890937.5,34156069918.1,21832234925.5,21509698406.1,28371238665.5
