pais,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
Estados Unidos,4.62,5.78,9.25,9.63,8.95,8.07,7.37,6.17,5.28,4.87,4.36,3.9,3.67,8.05,5.35
Uruguai,9.4,8.03,7.74,7.16,6.31,6.45,6.44,6.55,7.49,7.84,7.89,8.34,8.73,10.33,9.29
Uzbequistão,4.99,4.89,5.04,5.36,4.96,4.87,4.86,5.09,5.15,5.16,5.83,5.856,5.861,5.29,6.017
Vanuatu,1.799,1.741,1.804,1.85,1.801,1.849,1.859,1.792,1.855,1.749,1.71,1.784,1.757,2.017,2.118
Venezuela,7.28,6.25,6.1,7.11,6.9,6.6,7.54,6.865,6.077,5.32,5.05,5.02,5.092,7.53,6.471
Vietnã,2.03,1.927,1.74,1.11,1.0,1.03,1.32,1.26,1.85,1.85,1.87,1.16,1.68,2.1,2.38
Ilhas Virgens,10.024,10.112,11.406,11.55,11.826,11.91,12.402,12.475,12.258,12.354,12.053,12.245,12.35,13.255,13.173
Cisjordânia e Faixa de Gaza,18.28,22.91,20.45,21.42,17.6,19.2,19.89,20.53,23.0,23.94,25.68,26.26,25.34,25.89,26.39
Iêmen,12.498,12.623,12.75,12.826,13.249,13.165,13.264,13.47,13.783,13.407,13.25,13.076,12.978,13.575,13.887
Zâmbia,10.576,7.93,10.56,13.19,10.585,7.85,8.005,8.133,8.28,8.393,8.52,5.03,5.54,6.03,6.22
Zimbábue,4.848,5.075,5.077,5.189,5.37,5.139,4.994,4.77,5.282,5.796,6.279,6.784,7.37,7.898,8.067
